Crop,Month,Previous_Price,Current_Price,Next_Week_Price
Cucumber,8,28.41,29.71,30.49
Tomato,10,27.86,30.01,31.65
Okra,8,51.62,51.16,50.96
BitterGourd,9,73.62,71.15,70.22
Okra,11,90.59,95.75,97.94
Brinjal,8,16.38,19.44,20.67
Potato,10,26.43,25.99,25.75
Rice,9,71.46,85.19,93.84
Okra,11,26.98,24.41,23.32
Potato,12,44.59,39.41,36.4
Tomato,11,35.62,34.13,33.61
Carrot,10,60.31,65.64,69.29
Onion,11,29.83,31.48,32.74
Onion,2,19.98,20.47,20.7
Potato,2,37.36,43.18,45.83
Rice,4,72.93,79.29,82.84
Onion,2,17.85,18.3,18.54
Onion,11,14.3,16.23,17.08
BitterGourd,3,80.21,69.12,63.58
Cucumber,5,25.76,23.33,22.59
BitterGourd,4,50.55,45.99,43.0
Tomato,9,79.47,91.55,96.21
Brinjal,11,48.38,48.44,48.46
Cabbage,6,15.62,15.43,15.3
Garlic,12,219.53,225.48,227.39
Brinjal,10,63.54,58.14,55.21
Pumpkin,11,30.19,35.46,38.21
Garlic,11,164.8,157.34,153.61
Pumpkin,3,42.33,50.24,53.04
Tomato,7,41.36,48.44,50.77
Garlic,6,73.06,62.74,58.31
Potato,2,39.89,38.47,37.45
GreenChilli,1,46.61,48.64,50.03
Onion,8,12.59,11.44,10.82
Carrot,9,24.04,20.93,18.95
Onion,4,40.61,40.71,40.79
Cucumber,6,32.63,36.04,38.49
Brinjal,12,60.36,62.13,63.15
Cabbage,6,16.35,14.29,13.53
Pumpkin,6,35.2,35.86,36.16
Cucumber,2,11.71,10.03,9.49
Carrot,11,72.71,82.45,90.08
Onion,7,9.41,9.94,10.17
GreenChilli,8,109.86,110.05,110.12
Carrot,11,50.42,48.18,46.95
Beans,12,77.43,75.22,74.12
Rice,2,73.24,65.31,59.94
Rice,2,54.67,64.33,69.55
Pumpkin,12,27.57,27.88,28.02
Cabbage,5,45.03,42.39,41.06
Ginger,12,71.1,71.12,71.13
Pumpkin,4,21.85,22.75,23.3
GreenChilli,10,131.77,122.85,117.01
Garlic,9,170.61,157.3,149.29
Okra,6,24.17,23.91,23.7
Brinjal,6,36.61,42.69,46.95
Rice,3,68.73,76.75,81.17
GreenChilli,10,106.99,113.93,116.45
Garlic,5,234.17,279.69,315.01
Pumpkin,6,15.89,14.83,14.01
Carrot,1,54.18,54.95,55.54
Ginger,6,67.39,59.97,57.73
Cabbage,10,56.39,56.61,56.75
Cucumber,9,39.7,44.5,48.29
BitterGourd,5,55.3,65.17,69.65
GreenChilli,3,97.29,97.22,97.19
Garlic,10,208.73,221.68,230.28
Garlic,3,95.21,86.24,79.95
Cucumber,9,17.33,15.06,13.37
Tomato,12,86.21,89.41,91.28
Cucumber,4,20.42,21.61,22.55
BitterGourd,12,117.47,126.47,129.78
Rice,11,78.8,92.05,100.0
Onion,12,39.5,44.59,47.82
Tomato,7,36.1,37.61,38.5
Beans,4,88.83,77.39,73.02
Tomato,4,58.36,56.11,54.57
Beans,2,81.99,74.74,71.48
Brinjal,5,36.0,30.78,28.83
Brinjal,4,44.03,41.07,39.76
Onion,6,41.58,38.25,36.02
Brinjal,12,64.63,69.24,72.38
Cabbage,2,41.68,41.85,41.97
Okra,9,26.01,23.73,21.92
Carrot,2,30.44,26.98,24.69
Beans,2,57.06,66.82,70.67
Cabbage,6,10.96,12.41,13.33
Pumpkin,3,43.71,43.27,42.98
Pumpkin,8,38.08,44.94,48.49
Rice,9,73.48,70.76,69.03
Pumpkin,6,18.8,22.23,23.8
Beans,12,113.57,103.49,97.34
BitterGourd,8,44.3,50.88,55.67
Brinjal,12,29.07,29.09,29.1
BitterGourd,4,34.22,37.33,38.79
Cucumber,6,20.81,18.47,16.77
Onion,5,26.15,23.46,21.46
Garlic,7,157.89,164.77,168.28
Carrot,9,51.14,59.18,62.33
Ginger,12,230.46,224.24,220.17
Cucumber,6,26.61,25.03,23.9
Beans,1,51.76,44.52,42.19
Tomato,10,47.12,50.6,52.9
Okra,6,26.5,23.58,22.69
Onion,11,70.82,80.09,83.09
Garlic,11,277.91,318.95,344.5
Cucumber,2,10.55,12.64,13.44
Cauliflower,8,39.25,43.38,44.72
Pumpkin,6,19.39,18.24,17.89
Cucumber,5,30.4,36.31,38.68
Ginger,12,179.2,194.84,203.54
Onion,9,40.29,39.71,39.52
Cucumber,5,31.55,31.13,30.98
Cucumber,6,22.46,26.9,29.05
Cucumber,8,30.1,34.29,35.57
Okra,4,40.15,47.59,49.88
Onion,2,46.88,42.76,40.05
Cauliflower,8,31.12,30.7,30.42
Onion,3,25.37,29.86,31.26
Rice,2,52.33,47.78,45.04
Potato,2,33.58,36.35,37.43
Cabbage,9,42.01,41.72,41.55
Pumpkin,11,21.95,22.85,23.22
GreenChilli,10,156.01,178.15,185.2
BitterGourd,9,91.85,85.46,83.3
GreenChilli,10,62.1,53.58,48.89
Cabbage,10,36.76,31.38,27.13
Okra,8,38.49,43.38,47.02
GreenChilli,6,72.28,63.55,57.87
Potato,12,26.27,28.74,29.62
Cucumber,1,28.29,28.32,28.34
Onion,12,74.16,79.99,83.81
Brinjal,1,33.63,35.22,36.05
Onion,9,18.94,21.47,22.96
Cabbage,7,27.27,32.28,35.38
GreenChilli,7,66.33,73.94,79.22
Beans,2,36.38,38.95,40.2
Okra,3,63.56,66.78,68.73
Brinjal,4,42.26,37.02,34.86
Cucumber,1,15.46,14.45,13.66
Beans,12,57.67,56.77,56.3
Ginger,9,193.46,179.8,175.06
Okra,6,53.03,49.62,47.72
Tomato,5,26.95,26.68,26.56
Potato,7,22.12,23.78,24.34
Cabbage,11,38.84,37.56,36.81
GreenChilli,12,43.01,40.96,40.3
Brinjal,3,17.53,18.02,18.2
Beans,3,28.44,32.04,33.39
Tomato,2,70.29,75.21,78.67
Cauliflower,3,41.35,42.15,42.57
Ginger,7,74.74,69.07,66.94
Cauliflower,1,32.4,34.83,36.02
Tomato,3,58.4,65.05,70.36
Rice,11,97.73,89.3,85.04
Ginger,8,111.96,103.83,100.03
Tomato,12,48.2,47.01,46.2
Carrot,6,42.54,42.04,41.65
Garlic,6,134.42,131.39,129.58
Cabbage,7,39.72,46.41,50.18
Onion,8,31.11,32.66,33.38
Tomato,12,45.83,48.89,49.85
Beans,5,64.36,76.46,83.87
Rice,9,57.34,65.22,69.38
Onion,2,46.93,45.36,44.26
Beans,2,39.57,33.94,31.39
Pumpkin,4,16.95,14.74,14.0
GreenChilli,11,163.62,172.69,176.76
Brinjal,8,39.38,38.52,37.98
Beans,1,73.89,73.19,72.84
Cauliflower,9,44.98,40.2,37.5
Brinjal,11,64.63,66.23,67.49
Brinjal,5,53.02,49.57,47.61
Okra,10,36.28,32.4,29.32
Cabbage,10,59.56,62.91,64.67
Ginger,3,184.58,169.44,163.3
Cabbage,8,14.53,17.01,18.73
Okra,3,75.2,71.21,69.88
Cauliflower,9,24.67,24.11,23.9
Cauliflower,5,62.71,65.06,66.1
Okra,4,23.07,20.02,18.18
Pumpkin,6,28.38,30.97,32.29
Onion,3,36.54,35.33,34.81
Pumpkin,11,46.7,46.53,46.41
Cauliflower,1,42.71,46.99,49.87
Okra,4,31.58,27.01,23.59
Pumpkin,11,30.45,32.53,33.44
Potato,3,20.07,17.27,15.1
Cucumber,9,29.8,31.67,32.74
Rice,8,71.64,82.75,89.11
Carrot,11,58.39,66.81,72.72
Rice,4,43.02,45.23,46.9
GreenChilli,4,102.79,99.1,97.96
BitterGourd,3,38.99,39.92,40.26
Tomato,11,25.36,22.07,20.11
Beans,2,51.43,50.14,49.2
Tomato,11,59.26,50.74,45.0
Cucumber,11,16.64,15.12,14.34
Cabbage,10,61.94,65.84,68.27
BitterGourd,7,50.83,59.79,64.13
Tomato,10,48.55,54.96,58.93
Tomato,4,78.47,68.83,63.37
BitterGourd,3,50.41,50.15,50.07
GreenChilli,4,121.07,115.14,111.23
Garlic,8,152.44,170.77,177.15
Cucumber,10,15.74,15.36,15.16
Ginger,7,93.63,82.91,79.11
Onion,8,33.07,29.32,28.05
Okra,9,46.31,51.56,54.99
Potato,11,19.15,21.82,23.21
Brinjal,7,29.16,33.59,34.97
Pumpkin,6,20.26,24.07,25.66
Cauliflower,6,17.53,15.05,13.07
Okra,6,30.78,30.18,29.73
Tomato,4,43.61,45.2,46.15
Onion,3,24.22,25.11,25.7
Ginger,2,117.06,137.82,153.43
Ginger,5,110.0,118.1,122.13
Cauliflower,3,47.56,50.88,52.62
Cucumber,7,21.16,23.47,25.12
Potato,9,36.03,38.05,39.03
Garlic,12,319.5,333.6,338.18
Rice,6,57.13,66.19,70.85
Pumpkin,1,26.28,23.03,21.33
Onion,3,17.67,21.07,22.41
Rice,1,44.61,42.13,41.19
BitterGourd,5,87.31,86.51,86.2
Brinjal,4,30.48,33.35,35.48
Pumpkin,4,37.43,43.65,46.47
GreenChilli,6,85.41,77.21,72.99
Beans,8,52.72,58.75,60.7
Rice,6,30.77,36.92,40.88
Onion,4,56.65,54.75,53.75
Brinjal,8,38.88,33.6,31.4
GreenChilli,7,100.13,112.83,119.58
Tomato,4,44.38,44.92,45.35
Okra,10,79.45,82.22,84.16
Cucumber,9,22.21,20.46,19.38
Onion,5,50.53,47.56,46.16
GreenChilli,11,56.57,64.46,69.59
Beans,10,115.09,120.56,124.78
Cauliflower,12,69.34,65.61,63.43
Cauliflower,11,79.76,90.77,97.03
Beans,5,34.86,37.15,38.54
Rice,12,49.33,59.02,63.51
BitterGourd,9,90.98,86.32,84.35
Brinjal,1,57.1,64.41,69.84
Carrot,4,52.34,52.66,52.78
Tomato,10,67.07,60.91,56.12
Cucumber,1,33.65,32.03,31.39
Cucumber,5,32.17,34.6,35.56
Cauliflower,11,58.47,56.22,55.43
Garlic,5,171.7,159.65,152.53
Tomato,7,47.16,47.82,48.21
Tomato,4,65.17,69.92,71.95
Beans,9,99.15,95.16,92.8
Brinjal,8,10.99,10.0,9.63
Brinjal,7,43.56,50.8,53.94
Ginger,5,128.68,151.63,168.27
Potato,12,37.8,37.68,37.63
Beans,3,57.78,58.37,58.56
Cauliflower,1,29.65,34.25,36.77
Rice,4,34.66,36.06,36.58
Carrot,9,34.67,39.19,41.76
Potato,3,23.51,22.81,22.53
Ginger,3,149.77,140.16,134.48
Carrot,1,43.08,45.66,46.97
Potato,4,37.53,44.8,48.76
Cauliflower,1,57.24,60.69,63.17
Okra,9,79.47,92.66,101.79
Tomato,1,32.05,31.55,31.39
Tomato,5,43.97,52.04,54.67
Cucumber,8,15.77,16.57,16.91
Cabbage,5,46.2,47.53,48.59
Rice,6,53.51,57.45,60.33
Potato,9,34.99,40.15,43.64
Potato,8,28.24,27.22,26.51
Beans,10,107.12,121.39,127.74
Brinjal,9,40.49,48.58,54.41
Tomato,5,43.38,46.46,47.48
Garlic,2,248.78,265.47,272.32
Tomato,10,40.43,39.45,38.68
Rice,8,65.85,70.13,71.87
BitterGourd,8,29.36,25.19,22.64
BitterGourd,11,41.39,47.24,50.02
Beans,8,53.29,48.09,45.17
Tomato,8,57.57,54.82,53.72
Beans,5,84.0,85.7,86.6
Cabbage,10,38.53,41.1,41.89
Onion,8,15.38,18.42,20.17
GreenChilli,6,88.97,84.24,82.29
Tomato,11,30.41,34.68,37.23
Carrot,5,22.9,21.14,20.26
Pumpkin,10,36.69,35.55,34.98
Ginger,7,70.61,83.32,90.95
Brinjal,7,15.32,16.84,17.64
GreenChilli,6,39.29,33.62,31.12
BitterGourd,8,31.3,28.55,27.52
Cauliflower,6,29.42,26.19,24.73
Tomato,9,40.59,40.7,40.77
GreenChilli,2,132.23,133.46,134.43
Garlic,2,95.61,102.37,105.09
Cabbage,12,51.09,44.52,41.41
Rice,7,53.87,47.02,43.49
Tomato,5,17.09,14.84,13.8
Rice,2,39.22,45.75,48.35
GreenChilli,4,42.44,48.39,51.79
Okra,2,30.87,36.9,39.94
Cabbage,9,31.46,33.76,35.17
Beans,8,57.49,49.08,46.24
Cauliflower,4,48.38,55.32,57.6
Ginger,7,146.47,148.93,150.32
Okra,2,64.54,60.9,59.41
Pumpkin,10,67.18,74.49,77.27
Carrot,4,44.29,50.23,52.16
Potato,3,8.56,8.87,9.04
Tomato,9,30.65,33.87,36.24
Beans,4,75.86,71.79,69.62
Beans,11,41.56,36.98,35.46
GreenChilli,12,196.51,211.46,219.15
Tomato,6,33.13,29.23,27.37
Pumpkin,8,32.95,28.56,25.43
GreenChilli,5,61.26,57.89,56.82
BitterGourd,6,27.56,26.78,26.31
Rice,8,40.47,46.88,51.37
Okra,3,30.35,26.97,24.7
GreenChilli,6,58.83,60.0,60.56
Okra,1,64.28,54.9,48.35
Cabbage,5,46.51,49.15,50.11
Cauliflower,1,63.98,62.22,61.38
Garlic,8,97.98,97.91,97.89
Ginger,2,54.53,64.71,71.11
Onion,12,47.51,56.08,59.15
Onion,1,59.74,69.96,74.9
Garlic,5,194.53,187.99,182.89
Cauliflower,9,46.95,51.83,54.31
Garlic,5,122.68,138.01,149.2
Cauliflower,3,61.49,61.54,61.57
Onion,2,57.87,64.47,67.05
Carrot,3,35.98,37.82,38.58
BitterGourd,6,50.96,44.67,39.9
Onion,1,42.55,49.9,54.29
Beans,6,55.01,61.49,64.45
Onion,10,51.15,54.09,55.8
GreenChilli,5,101.93,88.09,77.94
Ginger,6,87.48,81.51,79.71
Beans,9,59.34,50.49,46.42
Carrot,6,19.55,20.09,20.27
Rice,12,55.5,61.64,64.45
Cucumber,4,28.91,32.46,34.34
Onion,1,10.53,12.54,13.85
Cabbage,1,35.92,38.06,39.41
Okra,12,42.47,44.36,45.86
Potato,7,28.24,29.69,30.43
Carrot,7,33.2,29.4,26.43
Cabbage,8,31.46,29.53,28.87
Carrot,10,67.33,73.24,76.8
Potato,9,29.07,27.09,26.28
Cucumber,10,14.14,15.44,16.22
Rice,11,86.78,101.09,106.0
Potato,12,23.08,22.35,22.11
Cucumber,6,25.82,24.43,23.64
Onion,2,32.78,39.15,41.23
Potato,12,34.24,33.72,33.51
Ginger,3,162.61,169.55,174.93
Potato,10,34.33,36.03,36.91
Onion,11,71.02,76.54,80.07
Beans,12,109.54,105.12,102.41
Okra,10,54.85,53.46,52.94
BitterGourd,1,57.67,52.03,49.4
Garlic,10,266.09,279.97,289.92
Beans,2,53.77,47.52,43.84
Beans,8,38.01,36.79,36.03
Brinjal,4,28.82,30.35,31.44
Garlic,8,74.77,69.13,65.57
BitterGourd,2,86.38,87.82,88.72
Tomato,12,81.31,84.06,84.9
Okra,4,38.31,37.44,36.8
Okra,3,68.08,79.27,83.82
Garlic,4,198.14,176.32,161.23
Cauliflower,11,85.55,85.24,85.04
Ginger,2,59.94,60.83,61.34
Carrot,10,57.7,68.48,76.71
Carrot,11,45.27,39.62,36.77
Cucumber,4,13.92,12.01,10.67
GreenChilli,6,72.74,74.23,75.31
Beans,11,75.63,78.6,80.48
Ginger,1,108.04,93.28,85.38
Cucumber,3,37.18,39.92,41.07
Cauliflower,3,21.84,23.49,24.23
Cucumber,4,13.24,13.85,14.1
Onion,9,33.59,35.93,37.38
Garlic,5,131.66,133.14,133.8
Brinjal,12,66.81,65.28,64.46
Brinjal,4,21.28,24.21,25.18
Potato,7,25.79,24.04,23.17
Brinjal,8,40.58,37.78,36.6
Beans,12,41.92,49.25,51.62
Cauliflower,3,39.3,34.79,33.22
GreenChilli,4,103.46,121.84,136.27
Okra,12,77.79,78.69,79.01
Carrot,10,44.57,50.83,52.86
Ginger,11,198.5,193.56,191.07
Potato,7,35.33,36.21,36.51
Pumpkin,1,32.57,37.96,41.66
BitterGourd,8,58.03,52.7,50.11
BitterGourd,5,74.8,85.73,89.48
GreenChilli,9,137.16,132.24,128.55
Brinjal,8,32.39,28.16,26.01
Cucumber,4,14.87,16.61,17.77
GreenChilli,11,100.65,108.06,110.36
Potato,4,11.76,10.09,8.78
GreenChilli,1,73.41,75.63,77.39
Cabbage,5,29.65,28.69,28.02
Tomato,10,75.71,64.85,61.23
Beans,8,32.65,34.41,35.78
Potato,8,29.11,31.1,32.1
Pumpkin,12,35.29,41.5,44.66
Tomato,3,50.25,53.52,55.38
Cucumber,4,33.97,35.66,36.27
Brinjal,4,44.17,47.77,49.21
Cucumber,3,15.61,15.4,15.23
Garlic,7,121.71,143.02,150.06
Onion,6,13.96,15.89,17.1
Pumpkin,5,16.1,15.15,14.58
Rice,2,73.39,82.59,88.09
Tomato,1,15.56,16.35,16.78
Rice,5,42.66,37.93,36.0
Cabbage,2,39.8,37.12,35.05
Cucumber,2,30.01,32.52,34.06
Cabbage,9,15.26,16.61,17.11
GreenChilli,11,158.46,149.37,144.58
Pumpkin,5,33.19,31.85,31.18
Cauliflower,1,62.42,54.68,48.77
GreenChilli,2,48.67,47.2,46.69
Garlic,2,165.36,170.38,173.57
Beans,9,25.59,30.68,33.3
Cauliflower,10,46.11,53.36,56.26
Cabbage,9,12.53,13.53,13.93
Cauliflower,1,48.5,53.44,57.07
Brinjal,9,31.29,29.68,28.88
Brinjal,1,55.82,56.79,57.22
Potato,8,28.4,24.41,22.45
Brinjal,7,45.29,39.57,36.57
Carrot,7,50.16,54.35,55.74
Okra,2,45.34,49.86,52.31
Tomato,3,36.15,32.74,30.3
Pumpkin,9,25.69,21.86,19.8
Carrot,3,25.52,30.18,33.37
Pumpkin,12,25.42,29.28,31.42
Beans,7,32.45,38.36,42.87
Onion,5,58.46,58.11,57.86
Rice,2,83.2,79.28,76.74
Onion,3,27.38,30.32,32.11
Tomato,9,20.45,24.25,25.7
Onion,10,20.02,21.15,21.98
Cucumber,1,36.16,40.23,42.14
Garlic,12,125.19,110.67,99.73
GreenChilli,9,106.63,110.16,112.02
Tomato,9,24.58,28.16,30.89
Garlic,4,247.89,230.13,224.02
Brinjal,12,41.22,49.05,53.16
Tomato,5,45.2,48.84,49.99
Ginger,12,196.61,181.53,169.75
Tomato,11,77.16,88.68,95.03
Ginger,7,67.48,69.98,71.77
Tomato,2,61.55,62.02,62.28
Beans,7,37.92,35.75,34.61
GreenChilli,5,50.03,59.03,64.3
Ginger,12,194.86,192.06,190.11
Beans,1,82.15,83.7,84.24
Tomato,11,20.62,23.8,25.63
Brinjal,3,47.51,50.88,52.85
BitterGourd,9,74.54,88.44,93.77
Carrot,5,20.81,21.02,21.14
Ginger,4,60.76,56.75,53.94
GreenChilli,11,157.94,157.83,157.77
Garlic,12,291.31,271.75,260.4
Carrot,9,26.61,26.52,26.46
Beans,11,81.89,86.27,87.84
Beans,10,90.56,87.78,86.87
Okra,11,83.5,93.09,97.66
Carrot,11,68.38,73.76,75.73
Tomato,2,63.21,64.22,64.95
Cabbage,4,23.26,21.91,21.38
Carrot,3,39.92,37.38,36.31
GreenChilli,10,116.93,108.48,103.55
BitterGourd,11,72.61,72.96,73.24
Ginger,11,207.77,184.11,169.16
Garlic,2,119.49,121.17,122.12
Potato,7,30.09,34.19,37.28
Beans,2,85.21,79.64,76.63
Potato,11,37.44,43.75,46.79
Tomato,1,34.1,31.88,30.46
Cabbage,8,26.5,30.41,32.13
Beans,10,58.0,59.01,59.51
Okra,2,40.7,45.75,48.22
Cucumber,6,23.02,20.85,19.67
Pumpkin,8,13.02,11.51,10.96
Pumpkin,2,28.13,29.08,29.52
Rice,2,37.72,37.9,38.04
Ginger,11,109.99,100.36,95.57
Beans,4,41.53,44.5,46.36
Brinjal,7,39.85,41.59,42.19
Cabbage,2,37.9,37.85,37.83
Potato,7,18.67,20.75,22.38
Okra,10,64.39,67.9,70.29
Cabbage,8,34.74,40.95,42.99
Ginger,8,130.79,142.23,149.78
Cucumber,3,29.27,29.73,29.87
Beans,9,45.49,41.71,39.38
Okra,7,60.15,68.49,71.72
Carrot,6,38.52,35.58,34.11
GreenChilli,7,29.8,26.33,24.06
Potato,2,14.42,12.55,11.5
Cauliflower,7,48.12,43.68,40.78
BitterGourd,2,41.21,48.48,51.53
Okra,1,42.08,36.42,31.91
Okra,11,82.35,82.56,82.66
Cabbage,6,12.39,13.93,14.61
Garlic,3,170.08,187.16,194.03
Okra,1,64.87,66.78,68.18
Cauliflower,10,90.83,97.58,100.26
Ginger,7,48.24,51.17,52.98
Cabbage,7,25.29,22.49,20.48
Cabbage,9,36.5,40.79,42.37
Rice,11,73.49,85.67,94.08
GreenChilli,3,138.86,124.64,117.63
Onion,5,47.09,47.04,47.02
Cabbage,5,16.54,16.73,16.8
Okra,12,65.39,75.32,79.75
Cucumber,10,50.16,51.37,51.89
GreenChilli,6,33.29,39.89,44.62
Potato,6,13.95,13.64,13.4
Pumpkin,7,34.68,29.87,27.45
Cucumber,6,14.23,12.94,12.39
Carrot,12,51.65,47.27,44.23
GreenChilli,5,42.85,38.66,37.17
GreenChilli,12,151.4,149.56,148.54
Onion,3,54.11,51.15,49.19
Carrot,11,70.52,66.01,63.55
Tomato,3,27.81,25.55,24.38
BitterGourd,11,60.87,69.21,75.15
Onion,8,11.7,11.49,11.36
Okra,1,70.07,73.65,75.99
BitterGourd,12,78.62,83.35,87.02
Carrot,1,36.11,41.52,45.22
Carrot,2,65.06,75.09,81.4
Cauliflower,11,61.3,70.18,75.81
Carrot,4,51.69,46.69,44.69
Ginger,4,112.04,118.93,121.02
Okra,10,76.1,82.55,87.16
Cabbage,10,65.47,62.7,61.67
Carrot,3,58.27,68.73,75.09
Rice,10,89.5,82.34,77.21
Cucumber,7,25.92,30.36,31.92
Onion,1,35.97,34.28,33.54
Cauliflower,7,50.16,58.23,61.4
Garlic,9,131.22,145.54,153.6
BitterGourd,2,34.6,40.33,44.09
BitterGourd,3,64.53,56.21,49.63
Beans,9,31.86,28.55,27.25
Onion,10,52.73,52.55,52.45
Potato,10,29.5,27.17,26.04
Carrot,2,27.7,28.91,29.53
Ginger,9,97.21,101.62,103.39
BitterGourd,8,51.17,58.94,65.06
Onion,7,8.26,7.25,6.61
BitterGourd,10,65.94,62.51,60.35
Cauliflower,2,59.58,69.82,76.95
Carrot,7,17.14,15.41,14.16
GreenChilli,8,99.75,85.83,77.81
Ginger,11,168.61,160.1,156.99
Brinjal,6,40.47,44.84,47.46
Tomato,10,20.13,24.05,26.75
Tomato,10,23.43,26.65,27.92
Carrot,2,23.15,26.89,28.35
Okra,1,27.36,31.21,32.63
Beans,3,59.68,57.58,56.58
Tomato,12,52.0,57.82,60.45
Garlic,7,165.53,172.1,176.91
Okra,11,83.65,85.63,87.2
Potato,9,20.65,20.22,19.94
Brinjal,3,24.54,21.47,19.57
Brinjal,7,50.28,59.94,64.03
Onion,6,26.58,29.01,30.74
Rice,12,56.39,59.33,61.41
GreenChilli,5,135.92,141.13,142.75
Tomato,11,59.24,56.68,54.74
Okra,10,43.18,50.75,54.06
Rice,12,91.95,80.71,74.67
Cabbage,12,33.67,34.7,35.11
Okra,3,74.52,74.52,74.52
Rice,10,101.89,120.85,128.46
Cabbage,1,34.81,30.41,27.28
Cucumber,2,30.22,31.96,32.54
Brinjal,10,46.47,54.46,58.33
Okra,2,68.32,66.91,66.29
Garlic,1,233.92,275.39,302.51
Carrot,9,22.35,22.54,22.69
Okra,1,75.61,87.44,91.08
Tomato,12,58.95,55.58,54.22
Onion,7,12.09,14.25,15.69
Cabbage,11,28.58,29.08,29.32
Pumpkin,8,40.13,43.35,45.02
Cucumber,12,37.79,44.6,49.71
Beans,9,96.7,87.25,81.39
Brinjal,9,28.45,25.45,23.77
Onion,9,39.98,37.47,35.62
Ginger,12,87.05,79.87,77.37
Tomato,10,49.55,48.66,48.37
Tomato,8,53.05,51.17,49.67
Garlic,6,200.13,226.36,237.09
Beans,5,80.25,73.96,71.85
Carrot,10,72.25,75.01,76.04
Beans,7,81.96,79.53,78.71
GreenChilli,2,82.19,86.08,88.79
Okra,12,48.03,46.06,45.25
Pumpkin,6,28.25,26.05,25.11
Potato,8,6.55,5.78,5.27
Brinjal,11,71.96,69.05,67.78
GreenChilli,12,161.86,142.59,127.98
Potato,5,37.9,38.0,38.05
Garlic,2,185.78,173.57,168.81
Beans,9,34.36,36.32,37.06
Ginger,8,46.06,46.39,46.55
Cabbage,8,32.43,34.24,35.0
Potato,9,24.53,24.5,24.49
Carrot,12,47.34,49.13,49.87
Cauliflower,9,34.49,31.92,30.87
Onion,9,12.12,14.16,15.48
Garlic,1,180.63,196.88,203.92
Onion,1,52.47,61.26,67.99
Cauliflower,11,50.56,47.85,46.59
Cabbage,12,13.89,12.0,11.09
Okra,9,38.51,45.37,49.99
GreenChilli,10,94.28,80.15,70.02
Onion,3,42.99,46.86,49.87
Pumpkin,5,20.08,18.3,17.73
Cucumber,11,34.53,40.53,42.49
Brinjal,6,41.03,42.07,42.46
Cabbage,12,42.42,36.59,33.82
Brinjal,9,59.18,55.24,52.79
Garlic,7,63.75,57.97,56.07
Carrot,7,37.85,33.49,31.39
Cucumber,8,8.18,8.68,8.99
Cauliflower,8,56.8,53.22,51.55
Cauliflower,2,58.87,65.67,68.9
Cucumber,12,40.83,35.84,34.22
Cucumber,8,7.55,7.95,8.21
Cauliflower,5,65.41,74.07,77.02
Brinjal,4,31.12,27.5,25.85
Cauliflower,6,33.24,31.81,31.31
BitterGourd,3,90.36,85.07,80.99
GreenChilli,8,63.27,59.29,57.05
Brinjal,12,35.62,31.95,29.79
Rice,2,39.4,39.21,39.15
Ginger,4,180.44,167.05,160.98
Potato,3,29.3,30.68,31.72
Beans,11,113.4,123.08,127.27
Cabbage,1,46.18,45.32,44.65
Rice,12,119.45,137.08,147.3
Pumpkin,6,35.17,33.36,32.76
GreenChilli,1,135.02,150.06,157.32
BitterGourd,12,73.01,73.84,74.16
Cauliflower,10,76.0,80.36,81.97
Carrot,1,23.4,23.68,23.81
Ginger,1,116.6,136.69,149.29
BitterGourd,4,88.71,78.98,72.58
GreenChilli,12,128.84,114.73,103.89
Potato,2,12.8,14.41,15.1
Brinjal,6,44.76,38.58,34.34
Cabbage,6,31.25,34.87,36.55
Ginger,5,109.73,101.01,95.22
Pumpkin,12,39.24,42.58,45.23
Pumpkin,2,25.86,26.76,27.23
Rice,10,52.23,49.65,48.16
Cabbage,8,24.25,28.3,29.79
Beans,11,82.39,72.95,65.97
BitterGourd,3,50.65,45.32,42.77
Ginger,10,125.01,141.88,149.28
Pumpkin,7,16.56,16.36,16.23
Okra,6,69.12,79.59,86.42
Tomato,11,61.28,55.69,52.71
GreenChilli,7,56.72,51.38,49.77
Rice,7,46.02,46.98,47.36
Rice,7,48.25,42.69,38.86
Potato,12,18.03,20.03,20.74
Carrot,3,20.01,20.19,20.25
Rice,1,49.17,54.63,58.1
Potato,9,18.31,19.27,19.92
Carrot,6,56.81,55.64,55.22
Beans,7,55.05,59.17,61.74
Potato,12,46.62,53.25,57.68
Ginger,9,191.07,204.99,213.27
Onion,7,14.68,14.24,14.02
Ginger,3,184.77,160.83,144.24
Potato,10,44.0,42.6,41.57
Beans,9,52.32,49.28,47.97
Rice,9,40.24,42.03,43.29
Potato,11,16.12,13.75,12.58
Pumpkin,3,26.2,26.67,26.88
Potato,2,15.24,13.31,12.34
Cucumber,7,25.96,27.44,28.09
Pumpkin,5,15.44,15.28,15.18
Carrot,6,24.77,29.61,32.24
Rice,6,32.61,30.09,28.44
Cabbage,11,24.31,22.87,21.73
BitterGourd,6,34.12,29.18,26.05
Tomato,10,50.65,60.13,64.82
Pumpkin,7,30.6,27.77,25.9
Cauliflower,11,72.11,76.43,79.75
Cucumber,12,47.27,54.71,58.32
Beans,4,71.81,62.34,54.77
Carrot,11,55.03,63.07,69.27
Cabbage,5,11.62,12.19,12.63
Brinjal,6,22.54,24.87,26.67
Rice,7,73.47,69.35,66.81
Ginger,11,119.49,111.81,108.03
Cucumber,7,26.92,30.22,32.77
Carrot,11,52.2,44.78,38.93
Tomato,1,59.77,64.04,66.39
Okra,9,43.98,48.32,51.02
